,Links,Names,Prices,Car Type
263,http://carpages.ca/used-cars/ontario/kitchener/2019-toyota-rav4-9501157/,2019 Toyota RAV4,"$34,999 ","Kitchener, ON"
264,http://carpages.ca/used-cars/ontario/kitchener/2018-toyota-highlander-9501142/,2018 Toyota Highlander,"$39,999 ","Kitchener, ON"
265,http://carpages.ca/used-cars/ontario/hamilton/2021-ford-escape-9501121/,2021 Ford Escape,"$38,004 ","Hamilton, ON"
266,http://carpages.ca/used-cars/ontario/ajax/2016-nissan-leaf-9500857/,2016 Nissan Leaf,"$13,888 ","Ajax, ON"
267,http://carpages.ca/new-cars/ontario/tilbury/2022-ford-f-150-9500476/,2022 Ford F-150,"$87,110 ","Tilbury, ON"
268,http://carpages.ca/used-cars/manitoba/winnipeg/2023-nissan-leaf-9500356/,2023 Nissan Leaf,"$49,800 ","Winnipeg, MB"
269,http://carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-9500311/,2022 RAM 1500,"$66,789 ","Saskatoon, SK"
270,http://carpages.ca/new-cars/saskatchewan/saskatoon/2023-ram-1500-9500302/,2023 RAM 1500,"$91,155 ","Saskatoon, SK"
271,http://carpages.ca/new-cars/saskatchewan/saskatoon/2023-jeep-wrangler-9500296/,2023 Jeep Wrangler,"$56,565 ","Saskatoon, SK"
272,http://carpages.ca/used-cars/manitoba/winnipeg/2018-toyota-highlander-9500293/,2018 Toyota Highlander,"$56,980 ","Winnipeg, MB"
273,http://carpages.ca/used-cars/ontario/kitchener/2015-toyota-prius-9499987/,2015 Toyota Prius,"$19,789 ","Kitchener, ON"
274,http://carpages.ca/used-cars/ontario/kitchener/2013-toyota-prius-9499984/,2013 Toyota Prius,"$18,474 ","Kitchener, ON"
275,http://carpages.ca/new-cars/ontario/mississauga/2022-ford-escape-9499681/,2022 Ford Escape,"$44,799 ","Mississauga, ON"
276,http://carpages.ca/new-cars/saskatchewan/regina/2022-ford-escape-9499543/,2022 Ford Escape,"$45,169 ","Regina, SK"
277,http://carpages.ca/new-cars/ontario/mississauga/2023-ford-f-150-9499495/,2023 Ford F-150,"$91,760 ","Mississauga, ON"
278,http://carpages.ca/used-cars/ontario/mississauga/2010-ford-f-150-9499486/,2010 Ford F-150,"$8,995 ","Mississauga, ON"
279,http://carpages.ca/new-cars/ontario/sudbury/2023-mercedes-benz-gle-9499477/,2023 Mercedes-Benz GLE,"$194,832 ","Sudbury, ON"
280,http://carpages.ca/used-cars/manitoba/winnipeg/2020-toyota-rav4-9499471/,2020 Toyota RAV4,"$46,900 ","Winnipeg, MB"
281,http://carpages.ca/used-cars/british-columbia/courtenay/2021-kia-soul-9499285/,2021 Kia Soul,"$43,998 ","Courtenay, BC"
282,http://carpages.ca/used-cars/ontario/brantford/2021-ford-mustang-mach-e-9499231/,2021 Ford Mustang MACH-E,"$67,888 ","Brantford, ON"
283,http://carpages.ca/used-cars/ontario/nepean/2022-hyundai-elantra-9499219/,2022 Hyundai Elantra,"$33,999 ","Nepean, ON"
284,http://carpages.ca/new-cars/ontario/simcoe/2023-hyundai-ioniq-5-9499105/,2023 Hyundai IONIQ 5,"$58,093 ","Simcoe, ON"
285,http://carpages.ca/used-cars/new-brunswick/moncton/2019-toyota-rav4-9498679/,2019 Toyota RAV4,"$39,994 ","Moncton, NB"
286,http://carpages.ca/used-cars/alberta/edmonton/2021-ford-escape-9497986/,2021 Ford Escape,"$38,997 ","Edmonton, AB"
287,http://carpages.ca/used-cars/alberta/edmonton/2020-ford-escape-9497980/,2020 Ford Escape,"$36,997 ","Edmonton, AB"
288,http://carpages.ca/used-cars/ontario/north-york/2015-lexus-rx-450h-9497866/,2015 Lexus RX 450h,"$22,995 ","North York, ON"
289,http://carpages.ca/used-cars/alberta/calgary/2008-toyota-camry-9497707/,2008 Toyota Camry,"$2,900 ","Calgary, AB"
290,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9496432/,2022 Tesla Model 3,"$71,000 ","Winnipeg, MB"
291,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9496429/,2022 Tesla Model 3,"$71,000 ","Winnipeg, MB"
292,http://carpages.ca/new-cars/saskatchewan/saskatoon/2023-ram-1500-9496138/,2023 RAM 1500,"$72,975 ","Saskatoon, SK"
293,http://carpages.ca/used-cars/saskatchewan/saskatoon/2019-ford-fusion-9495955/,2019 Ford Fusion,"$26,990 ","Saskatoon, SK"
294,http://carpages.ca/new-cars/saskatchewan/moose-jaw/2023-honda-cr-v-9495766/,2023 Honda CR-V,"$52,106 ","Moose Jaw, SK"
295,http://carpages.ca/new-cars/saskatchewan/moose-jaw/2023-ford-explorer-9495283/,2023 Ford Explorer,"$63,550 ","Moose Jaw, SK"
296,http://carpages.ca/used-cars/british-columbia/new-westminster/2019-mitsubishi-outlander-9495268/,2019 Mitsubishi Outlander,"$36,800 ","New Westminster, BC"
297,http://carpages.ca/new-cars/british-columbia/abbotsford/2023-hyundai-ioniq-5-9495013/,2023 Hyundai IONIQ 5,"$54,924 ","Abbotsford, BC"
298,http://carpages.ca/new-cars/alberta/high-river/2023-toyota-corolla-9494944/,2023 Toyota Corolla,"$40,217 ","High River, AB"
299,http://carpages.ca/used-cars/quebec/saint-jean-sur-richelieu/2022-hyundai-ioniq-5-9494785/,2022 Hyundai IONIQ 5,"$55,996 ","Saint-Jean-sur-Richelieu, QC"
300,http://carpages.ca/used-cars/british-columbia/vancouver/2019-honda-accord-9494701/,2019 Honda Accord,"$25,995 ","Vancouver, BC"
301,http://carpages.ca/new-cars/manitoba/brandon/2023-honda-cr-v-9494407/,2023 Honda CR-V,"$53,936.13 ","Brandon, MB"
302,http://carpages.ca/used-cars/ontario/oakville/2022-toyota-rav4-9494098/,2022 Toyota RAV4,"$57,999 ","Oakville, ON"
303,http://carpages.ca/used-cars/alberta/edmonton/2020-ford-fusion-9494083/,2020 Ford Fusion,"$27,911 ","Edmonton, AB"
304,http://carpages.ca/new-cars/alberta/red-deer/2023-honda-cr-v-9494011/,2023 Honda CR-V,"$56,062 ","Red Deer, AB"
305,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9493630/,2022 Tesla Model 3,"$71,000 ","Winnipeg, MB"
306,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9493627/,2022 Tesla Model 3,"$71,000 ","Winnipeg, MB"
307,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9493624/,2022 Tesla Model 3,"$71,000 ","Winnipeg, MB"
308,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9493621/,2022 Tesla Model 3,"$58,000 ","Winnipeg, MB"
309,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9493618/,2022 Tesla Model 3,"$58,000 ","Winnipeg, MB"
310,http://carpages.ca/used-cars/manitoba/winnipeg/2022-mitsubishi-outlander-9493597/,2022 Mitsubishi Outlander,"$45,875 ","Winnipeg, MB"
311,http://carpages.ca/used-cars/british-columbia/surrey/2021-ford-mustang-mach-e-9493297/,2021 Ford Mustang MACH-E,"$63,888 ","Surrey, BC"
312,http://carpages.ca/used-cars/ontario/north-york/2019-tesla-model-3-9493294/,2019 Tesla Model 3,"$40,980 ","North York, ON"
313,http://carpages.ca/used-cars/ontario/barrie/2018-bmw-5-series-9493006/,2018 BMW 5 Series,"$36,995 ","Barrie, ON"
314,http://carpages.ca/used-cars/ontario/waterloo/2014-toyota-prius-c-9492961/,2014 Toyota Prius c,"$19,995 ","Waterloo, ON"
315,http://carpages.ca/new-cars/british-columbia/vancouver/2023-honda-cr-v-9492901/,2023 Honda CR-V,"$50,840 ","Vancouver, BC"
316,http://carpages.ca/used-cars/ontario/oakville/2007-toyota-camry-9492694/,2007 Toyota Camry,"$4,999 ","Oakville, ON"
317,http://carpages.ca/used-cars/ontario/cobourg/2022-hyundai-tucson-hybrid-9492541/,2022 Hyundai Tucson Hybrid,"$53,995 ","Cobourg, ON"
318,http://carpages.ca/used-cars/ontario/cayuga/2020-ford-escape-9492322/,2020 Ford Escape,"$39,995 ","Cayuga, ON"
319,http://carpages.ca/used-cars/ontario/cayuga/2020-ford-fusion-9492235/,2020 Ford Fusion,"$30,495 ","Cayuga, ON"
320,http://carpages.ca/used-cars/ontario/cayuga/2018-chevrolet-malibu-9492025/,2018 Chevrolet Malibu,"$26,995 ","Cayuga, ON"
321,http://carpages.ca/used-cars/ontario/cayuga/2019-lincoln-mkz-9491998/,2019 Lincoln MKZ,"$37,995 ","Cayuga, ON"
322,http://carpages.ca/used-cars/ontario/cayuga/2018-ford-fusion-9491956/,2018 Ford Fusion,"$24,995 ","Cayuga, ON"
323,http://carpages.ca/used-cars/ontario/cayuga/2019-kia-niro-9491812/,2019 Kia NIRO,"$35,995 ","Cayuga, ON"
324,http://carpages.ca/used-cars/ontario/cayuga/2020-ford-fusion-9491665/,2020 Ford Fusion,"$32,995 ","Cayuga, ON"
325,http://carpages.ca/used-cars/ontario/cayuga/2020-ford-fusion-9491638/,2020 Ford Fusion,"$33,995 ","Cayuga, ON"
326,http://carpages.ca/used-cars/ontario/cayuga/2019-toyota-rav4-9491623/,2019 Toyota RAV4,"$39,995 ","Cayuga, ON"
327,http://carpages.ca/used-cars/ontario/cayuga/2020-ford-fusion-9491524/,2020 Ford Fusion,"$32,995 ","Cayuga, ON"
328,http://carpages.ca/used-cars/ontario/cayuga/2019-chrysler-pacifica-9491494/,2019 Chrysler Pacifica,"$52,995 ","Cayuga, ON"
329,http://carpages.ca/used-cars/ontario/cayuga/2018-ford-fusion-9491344/,2018 Ford Fusion,"$27,995 ","Cayuga, ON"
330,http://carpages.ca/new-cars/saskatchewan/saskatoon/2023-ram-1500-9491122/,2023 RAM 1500,"$75,270 ","Saskatoon, SK"
331,http://carpages.ca/new-cars/nova-scotia/port-hawkesbury/2023-toyota-highlander-9490561/,2023 Toyota Highlander,"$58,305 ","Port Hawkesbury, NS"
332,http://carpages.ca/used-cars/ontario/hamilton/2022-ford-f-150-9489544/,2022 Ford F-150,"$74,995 ","Hamilton, ON"
333,http://carpages.ca/new-cars/manitoba/winnipeg/2023-kia-sportage-9489154/,2023 Kia Sportage,"$46,887 ","Winnipeg, MB"
334,http://carpages.ca/used-cars/ontario/alliston/2018-chevrolet-volt-9488893/,2018 Chevrolet Volt,"$28,900 ","Alliston, ON"
335,http://carpages.ca/used-cars/ontario/guelph/2017-tesla-model-s-9488863/,2017 Tesla Model S,"$58,000 ","Guelph, ON"
336,http://carpages.ca/used-cars/ontario/london/2022-hyundai-ioniq-5-9488590/,2022 Hyundai IONIQ 5,"$64,990 ","London, ON"
337,http://carpages.ca/new-cars/british-columbia/port-coquitlam/2023-mitsubishi-outlander-9487989/,2023 Mitsubishi Outlander,"$56,398 ","Port Coquitlam, BC"
338,http://carpages.ca/new-cars/british-columbia/port-coquitlam/2023-mitsubishi-outlander-9487974/,2023 Mitsubishi Outlander,"$56,098 ","Port Coquitlam, BC"
339,http://carpages.ca/new-cars/british-columbia/port-coquitlam/2023-mitsubishi-outlander-9487980/,2023 Mitsubishi Outlander,"$56,398 ","Port Coquitlam, BC"
340,http://carpages.ca/new-cars/british-columbia/port-coquitlam/2023-mitsubishi-outlander-9487968/,2023 Mitsubishi Outlander,"$56,395 ","Port Coquitlam, BC"
341,http://carpages.ca/used-cars/british-columbia/surrey/2020-jeep-wrangler-9487614/,2020 Jeep Wrangler,"$58,324 ","Surrey, BC"
342,http://carpages.ca/used-cars/ontario/oakville/2017-toyota-prius-9487152/,2017 Toyota Prius,"$22,995 ","Oakville, ON"
343,http://carpages.ca/used-cars/manitoba/winnipeg/2022-audi-a5-sportback-9487011/,2022 Audi A5 Sportback,"$62,500 ","Winnipeg, MB"
344,http://carpages.ca/used-cars/british-columbia/surrey/2018-toyota-rav4-9486570/,2018 Toyota RAV4,"$38,999 ","Surrey, BC"
345,http://carpages.ca/used-cars/british-columbia/surrey/2022-tesla-model-y-9486561/,2022 Tesla Model Y,"$89,995 ","Surrey, BC"
346,http://carpages.ca/new-cars/saskatchewan/paradise-hill/2023-ford-f-150-9486426/,2023 Ford F-150,"$79,525 ","Paradise Hill, SK"
347,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9486183/,2022 Tesla Model 3,"$57,104 ","Winnipeg, MB"
348,http://carpages.ca/new-cars/manitoba/brandon/2023-honda-cr-v-9486132/,2023 Honda CR-V,"$53,936.13 ","Brandon, MB"
349,http://carpages.ca/new-cars/manitoba/winnipeg/2023-toyota-tundra-9485805/,2023 Toyota Tundra,"$84,788 ","Winnipeg, MB"
350,http://carpages.ca/used-cars/manitoba/winnipeg/2021-tesla-model-3-9485748/,2021 Tesla Model 3,"$53,500 ","Winnipeg, MB"
351,http://carpages.ca/used-cars/manitoba/winnipeg/2020-tesla-model-3-9485745/,2020 Tesla Model 3,"$60,497 ","Winnipeg, MB"
352,http://carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-9485736/,2022 Tesla Model 3,"$58,000 ","Winnipeg, MB"
353,http://carpages.ca/used-cars/manitoba/winnipeg/2021-tesla-model-3-9485730/,2021 Tesla Model 3,"$60,749 ","Winnipeg, MB"
354,http://carpages.ca/used-cars/ontario/oakville/2022-ford-f-150-lightning-9485541/,2022 Ford F-150 Lightning,"$116,950 ","Oakville, ON"
355,http://carpages.ca/used-cars/ontario/oakville/2023-zero-dsrx-9485283/,2023 ZERO DSR/X,"$31,595 ","Oakville, ON"
356,http://carpages.ca/used-cars/ontario/oakville/2023-zero-ds-9485223/,2023 ZERO DS,"$16,795 ","Oakville, ON"
357,http://carpages.ca/used-cars/ontario/scarborough/2012-lexus-ct-200h-9485163/,2012 Lexus CT 200h,"$12,988 ","Scarborough, ON"
358,http://carpages.ca/new-cars/saskatchewan/saskatoon/2023-ram-1500-9484665/,2023 RAM 1500,"$72,975 ","Saskatoon, SK"
359,http://carpages.ca/new-cars/manitoba/winnipeg/2023-jeep-wrangler-9484629/,2023 Jeep Wrangler,"$63,520 ","Winnipeg, MB"
360,http://carpages.ca/new-cars/manitoba/winnipeg/2023-jeep-grand-cherokee-9484620/,2023 Jeep Grand Cherokee,"$82,820 ","Winnipeg, MB"
361,http://carpages.ca/new-cars/manitoba/winnipeg/2023-jeep-grand-cherokee-9484617/,2023 Jeep Grand Cherokee,"$87,530 ","Winnipeg, MB"
362,http://carpages.ca/new-cars/manitoba/winnipeg/2023-jeep-wrangler-9484611/,2023 Jeep Wrangler,"$63,520 ","Winnipeg, MB"
363,http://carpages.ca/new-cars/manitoba/winnipeg/2023-jeep-wrangler-9484605/,2023 Jeep Wrangler,"$71,920 ","Winnipeg, MB"
364,http://carpages.ca/used-cars/ontario/guelph/2020-ford-escape-9484254/,2020 Ford Escape,"$35,988 ","Guelph, ON"
365,http://carpages.ca/used-cars/british-columbia/maple-ridge/2019-chrysler-pacifica-9483732/,2019 Chrysler Pacifica,"$56,988 ","Maple Ridge, BC"
366,http://carpages.ca/used-cars/british-columbia/kamloops/2020-hyundai-kona-9483534/,2020 Hyundai KONA,"$45,995 ","Kamloops, BC"
367,http://carpages.ca/new-cars/alberta/high-river/2023-toyota-sequoia-9483510/,2023 Toyota Sequoia,"$97,110 ","High River, AB"
368,http://carpages.ca/new-cars/alberta/slave-lake/2023-ford-f-150-lightning-9483492/,2023 Ford F-150 Lightning,"$123,195 ","Slave Lake, AB"
369,http://carpages.ca/used-cars/ontario/scarborough/2022-tesla-model-3-9483186/,2022 Tesla Model 3,"$71,386 ","Scarborough, ON"
370,http://carpages.ca/used-cars/ontario/north-bay/2021-jeep-wrangler-9483009/,2021 Jeep Wrangler,"$38,979 ","North Bay, ON"
371,http://carpages.ca/used-cars/british-columbia/abbotsford/2019-tesla-model-3-9482880/,2019 Tesla Model 3,"$53,495 ","Abbotsford, BC"
372,http://carpages.ca/new-cars/ontario/midland/2023-nissan-leaf-9482622/,2023 Nissan Leaf,"$43,940 ","Midland, ON"
373,http://carpages.ca/used-cars/alberta/edmonton/2021-ford-escape-9482430/,2021 Ford Escape,"$40,322 ","Edmonton, AB"
374,http://carpages.ca/new-cars/alberta/peace-river/2023-jeep-wrangler-9482394/,2023 Jeep Wrangler,"$65,080 ","Peace River, AB"
375,http://carpages.ca/used-cars/manitoba/winnipeg/2022-hyundai-kona-9482064/,2022 Hyundai KONA,"$51,991 ","Winnipeg, MB"
376,http://carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-kona-9482046/,2023 Hyundai KONA,"$48,664 ","Winnipeg, MB"
377,http://carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-kona-9482043/,2023 Hyundai KONA,"$48,214 ","Winnipeg, MB"
378,http://carpages.ca/used-cars/ontario/oakville/2023-zero-fx-9481695/,2023 ZERO FX,"$16,795 ","Oakville, ON"
379,http://carpages.ca/used-cars/ontario/oakville/2023-zero-fx-9481692/,2023 ZERO FX,"$16,795 ","Oakville, ON"
380,http://carpages.ca/used-cars/ontario/brampton/2021-toyota-prius-9481623/,2021 Toyota Prius,"$34,900 ","Brampton, ON"
381,http://carpages.ca/used-cars/ontario/oakville/2023-zero-fxe-9481290/,2023 ZERO FXE,"$16,795 ","Oakville, ON"
382,http://carpages.ca/used-cars/ontario/oakville/2023-zero-fxe-9481287/,2023 ZERO FXE,"$16,795 ","Oakville, ON"
383,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-mustang-mach-e-9481239/,2022 Ford Mustang MACH-E,"$79,940 ","Slave Lake, AB"
384,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-f-150-9481233/,2022 Ford F-150,"$73,530 ","Slave Lake, AB"
385,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-mustang-mach-e-9481191/,2022 Ford Mustang MACH-E,"$92,530 ","Slave Lake, AB"
386,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-escape-9481170/,2022 Ford Escape,"$43,419 ","Slave Lake, AB"
387,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-escape-9481140/,2022 Ford Escape,"$41,344 ","Slave Lake, AB"
388,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-mustang-mach-e-9481131/,2022 Ford Mustang MACH-E,"$92,630 ","Slave Lake, AB"
389,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-f-150-9481107/,2022 Ford F-150,"$88,435 ","Slave Lake, AB"
390,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-f-150-9481089/,2022 Ford F-150,"$75,380 ","Slave Lake, AB"
391,http://carpages.ca/used-cars/ontario/cobourg/2022-hyundai-kona-electric-9480987/,2022 Hyundai KONA electric,"$53,995 ","Cobourg, ON"
392,http://carpages.ca/new-cars/alberta/slave-lake/2022-ford-f-150-9480945/,2022 Ford F-150,"$86,525 ","Slave Lake, AB"
